id,title,tags
674,Harry Potter and the Goblet of Fire,"magic die and death broom sorcerer' apprentic school of witchcraft danielradcliff rupertgrint emmawatson ralphfienn michaelgambon mikenewel adventur fantasi famili harri start hi fourth year at hogwarts, compet in the treacher triwizard tournament and face the evil lord voldemort. ron and hermion help harri manag the pressur – but voldemort lurks, await hi chanc to destroy harri and all that he stand for."
8960,Hancock,"fli alcohol love of one' life forbidden love lover willsmith charlizetheron jasonbateman jaehead eddiemarsan peterberg fantasi action hancock is a down-and-out superhero who' forc to employ a pr expert to help repair hi imag when the public grow weari of all the damag he' inflict dure hi lifesav heroics. the agent' idea of imprison the antihero to make the world miss him prove successful, but will hancock stick to hi new sens of purpos or slip back into old habits?"
6479,I Am Legend,"save the world lost civilis post-apocalypt dystopia matter of life and death willsmith alicebraga charlietahan sallirichardson-whitfield willowsmith francislawr drama horror action thriller scienc fiction robert nevil is a scientist who wa unabl to stop the spread of the terribl viru that wa incur and man-made. immune, nevil is now the last human survivor in what is left of new york citi and perhap the world. for three years, nevil ha faith sent out daili radio messages, desper to find ani other survivor who might be out there. but he is not alone."
118,Charlie and the Chocolate Factory,"london england father son relationship chocol factori worker base on novel johnnydepp freddiehighmor davidkelli annasophiarobb juliawint timburton adventur comedi famili fantasi a young boy win a tour through the most magnific chocol factori in the world, led by the world' most unusu candi maker."
2062,Ratatouille,"pari brother brother relationship expens restaur river cook pattonoswalt ianholm louromano briandennehi petersohn janpinkava anim comedi famili fantasi a rat name remi dream of becom a great french chef despit hi family' wish and the obviou problem of be a rat in a decidedli rodent-phob profession. when fate place remi in the sewer of paris, he find himself ideal situat beneath a restaur made famou by hi culinari hero, august gusteau. despit the appar danger of be an unlik - and certainli unwant - visitor in the kitchen of a fine french restaurant, remy' passion for cook soon set into motion a hilari and excit rat race that turn the culinari world of pari upsid down."
272,Batman Begins,"himalaya martial art dc comic crime fighter secret ident christianbal michaelcain liamneeson katieholm garyoldman christophernolan action crime drama driven by tragedy, billionair bruce wayn dedic hi life to uncov and defeat the corrupt that plagu hi home, gotham city. unabl to work within the system, he instead creat a new identity, a symbol of fear for the crimin underworld - the batman."
10527,Madagascar: Escape 2 Africa,"africa jealousi danc hunger lion benstil jadapinkett smithdavid schwimmerchri rockcedr theentertain ericdarnel famili anim alex, marty, melman, gloria, king julien, maurice, the penguin and the chimp are back and still maroon on madagascar. in the face of thi obstacle, the new yorker have hatch a plan so crazi it just might work. with militari precision, the penguin have repair an old crash plane... sort of."
18360,Night at the Museum: Battle of the Smithsonian,"museum theodor roosevelt duringcreditssting amelia earhart smithsonian benstil amyadam owenwilson hankazaria robinwilliam shawnlevi adventur fantasi action comedi famili hapless museum night watchman larri daley must help hi living, breath exhibit friend out of a pickl now that they'v been transfer to the archiv at the smithsonian institution. larry' (mis)adventur thi time includ close encount with amelia earhart, abe lincoln and ivan the terrible."
2080,X-Men Origins: Wolverine,"corrupt mutant boxer armi marvel comic hughjackman lievschreib dannyhuston lynncollin ryanreynold gavinhood adventur action thriller scienc fiction after seek to live a normal life, logan set out to aveng the death of hi girlfriend by undergo the mutant weapon x program and becom wolverine."
605,The Matrix Revolutions,save the world artifici intellig man vs machin fli philosophi keanureev laurencefishburn carrie-annemoss hugoweav maryalic lillywachowski adventur action thriller scienc fiction the human citi of zion defend itself against the massiv invas of the machin as neo fight to end the war at anoth front while also oppos the rogu agent smith.
109445,Frozen,"queen music princess betray snowman kristenbel idinamenzel jonathangroff joshgad santinofontana chrisbuck anim adventur famili young princess anna of arendel dream about find true love at her sister elsa’ coronation. fate take her on a danger journey in an attempt to end the etern winter that ha fallen over the kingdom. she' accompani by ice deliveri man kristoff, hi reindeer sven, and snowman olaf. on an adventur where she will find out what friendship, courage, family, and true love realli means."
604,The Matrix Reloaded,"save the world artifici intellig man vs machin martial art kung fu keanureev carrie-annemoss laurencefishburn hugoweav helmutbaka lillywachowski adventur action thriller scienc fiction six month after the event depict in the matrix, neo ha prove to be a good omen for the free humans, as more and more human are be freed from the matrix and brought to zion, the one and onli stronghold of the resistance. neo himself ha discov hi superpow includ super speed, abil to see the code of the thing insid the matrix and a certain degre of pre-cognition. but a nasti piec of news hit the human resistance: 250,000 machin sentinel are dig to zion and would reach them in 72 hours. as zion prepar for the ultim war, neo, morpheu and triniti are advis by the oracl to find the keymak who would help them reach the source. meanwhil neo' recurr dream depict trinity' death have got him worri and as if it wa not enough, agent smith ha somehow escap deletion, ha becom more power than befor and ha fix neo as hi next target."
76338,Thor: The Dark World,"marvel comic superhero base on comic book hostil takeov nors mytholog chrishemsworth natalieportman tomhiddleston anthonyhopkin christophereccleston alantaylor action adventur fantasi thor fight to restor order across the cosmos… but an ancient race led by the veng malekith return to plung the univers back into darkness. face with an enemi that even odin and asgard cannot withstand, thor must embark on hi most peril and person journey yet, one that will reunit him with jane foster and forc him to sacrific everyth to save us all."
76341,Mad Max: Fury Road,"futur chase post-apocalypt dystopia australia tomhardi charlizetheron nicholashoult hughkeays-byrn joshhelman georgemil action adventur scienc fiction thriller an apocalypt stori set in the furthest reach of our planet, in a stark desert landscap where human is broken, and most everyon is craze fight for the necess of life. within thi world exist two rebel on the run who just might be abl to restor order. there' max, a man of action and a man of few words, who seek peac of mind follow the loss of hi wife and child in the aftermath of the chaos. and furiosa, a woman of action and a woman who believ her path to surviv may be achiev if she can make it across the desert back to her childhood homeland."
13448,Angels & Demons,"rome vatican base on novel symbol christian tomhank ewanmcgregor ayeletzur stellanskarsg\u00e5rd pierfrancescofavino ronhoward thriller mysteri harvard symbologist robert langdon investig a mysteri symbol sear into the chest of a murder physicist. he discov evid of the unimaginable, the rebirth of an ancient secret brotherhood known as the illuminati, the most power underground organ ever to walk the earth."
10195,Thor,"new mexico banish shield marvel comic hammer chrishemsworth natalieportman tomhiddleston anthonyhopkin stellanskarsg\u00e5rd kennethbranagh adventur fantasi action against hi father odin' will, the mighti thor - a power but arrog warrior god - recklessli reignit an ancient war. thor is cast down to earth and forc to live among human as punishment. onc here, thor learn what it take to be a true hero when the most danger villain of hi world send the darkest forc of asgard to invad earth."
13053,Bolt,"hamster kid and famili anim cat vs dog duringcreditssting johntravolta mileycyru susieessman markwalton malcolmmcdowel chriswilliam anim famili adventur comedi bolt is the star of the biggest show in hollywood. the onli problem is, he think it' real. after he' accident ship to new york citi and separ from penny, hi belov co-star and owner, bolt must har all hi ""super powers"" to find a way home."
19585,G-Force,"dyr duringcreditssting samrockwel pen\u00e9lopecruz tracymorgan jonfavreau stevebuscemi hoytyeatman fantasi action adventur famili comedi a team of train secret agent animals, guinea pig darwin, juarez, blaster, mole speckles, and fli mooch take on a mission for the us govern to stop evil leonard saber, who plan to destroy the world with household appliances. but the govern shut them down and they are sentenc to a pet shop. can they escap to defeat the villain and save the world?"
57165,Wrath of the Titans,"underworld hade mytholog greek mytholog zeu samworthington liamneeson ralphfienn edgarram\u00edrez tobykebbel jonathanliebesman adventur a decad after hi heroic defeat of the monstrou kraken, perseus-th demigod son of zeus-i attempt to live a quieter life as a villag fisherman and the sole parent to hi 10-year old son, helius. meanwhile, a struggl for supremaci rage between the god and the titans. danger weaken by humanity' lack of devotion, the god are lose control of the imprison titan and their feroci leader, kronos, father of the long-rul brother zeus, hade and poseidon."
62213,Dark Shadows,witch imprison vampir curs fish out of water johnnydepp michellepfeiff helenabonham carterjacki earlehaley jonnyle miller timburton comedi fantasi vampir barnaba collin is inadvert freed from hi tomb and emerg into the veri chang world of 1972. he return to collinwood manor to find that hi once-grand estat and famili have fallen into ruin.
177677,Mission: Impossible - Rogue Nation,"london england spi austria villain sequel tomcruis rebeccaferguson simonpegg jeremyrenn vingrham christophermcquarri action adventur thriller ethan and team take on their most imposs mission yet, erad the syndic - an intern rogu organ as highli skill as they are, commit to destroy the imf."
7978,The Wolfman,"father son relationship victorian england remak rural set werewolf beniciodel toroanthoni hopkinsemili blunthugo weavingcristina cont joejohnston drama horror thriller lawrenc talbot, an american man on a visit to victorian london to make amend with hi estrang father, get bitten by a werewolf and, after a moonlight transformation, leav him with a savag hunger for flesh."
5559,Bee Movie,"factori worker tenni flower florist flower shop jerryseinfeld ren\u00e9ezellweg jimcum matthewbroderick patrickwarburton stevehickn famili anim adventur comedi barri b. benson, a bee who ha just graduat from college, is disillus at hi lone career choice: make honey. on a special trip outsid the hive, barry' life is save by vanessa, a florist in new york city. as their relationship blossoms, he discov human actual eat honey, and subsequ decid to sue us."
49444,Kung Fu Panda 2,"martial art hope fleet panda mission jackblack angelinajoli dustinhoffman garyoldman jackiechan jenniferyuhnelson anim famili po is now live hi dream as the dragon warrior, protect the valley of peac alongsid hi friend and fellow kung fu masters, the furiou five - tigress, crane, mantis, viper and monkey. but po’ new life of awesom is threaten by the emerg of a formid villain, who plan to use a secret, unstopp weapon to conquer china and destroy kung fu. it is up to po and the furiou five to journey across china to face thi threat and vanquish it. but how can po stop a weapon that can stop kung fu? he must look to hi past and uncov the secret of hi mysteri origins; onli then will he be abl to unlock the strength he need to succeed."
10196,The Last Airbender,"fire ice war ship princ kingdom noahring nicolapeltz jacksonrathbon devpatel shauntoub m.nightshyamalan action adventur famili fantasi the stori follow the adventur of aang, a young successor to a long line of avatars, who must put hi childhood way asid and stop the fire nation from enslav the water, earth and air nations."
956,Mission: Impossible III,"berlin cia vatican white hous secret ident tomcruis philipseymour hoffmanv rhamesbilli crudupjonathan rhysmey j.j.abram adventur action thriller retir from activ duti to train new imf agents, ethan hunt is call back into action to confront sadist arm dealer, owen davian. hunt must tri to protect hi girlfriend while work with hi new team to complet the mission."
117251,White House Down,"usa presid conspiraci secret servic the white hous channingtatum jamiefoxx joeyk maggiegyllenha richardjenkin rolandemmerich action drama thriller capitol policeman john cale ha just been deni hi dream job with the secret servic of protect presid jame sawyer. not want to let down hi littl girl with the news, he take her on a tour of the white house, when the complex is overtaken by a heavili arm paramilitari group. now, with the nation' govern fall into chao and time run out, it' up to cale to save the president, hi daughter, and the country."
50321,Mars Needs Moms,"boy alien rescu martian alien abduct sethgreen joancusack danfogl breckinmey elisabethharnoi simonwel adventur anim famili when martian suddenli abduct hi mom, mischiev milo rush to the rescu and discov whi all mom are so special."
11619,Flushed Away,"london england underworld return ship frog hughjackman katewinslet ianmckellen jeanreno billnighi davidbow adventur anim comedi famili london high-societi mouse, roddi is flush down the toilet by sid, a common sewer rat. hang on for a madcap adventur deep in the sewer bowel of ratropolis, where roddi meet the resourc rita, the rodent-h toad and hi faith thugs, spike and whitey."
266647,Pan,"fli magic fairi tale peter pan mermaid levimil garretthedlund hughjackman rooneymara amandaseyfri joewright adventur famili fantasi live a bleak exist at a london orphanage, 12-year-old peter find himself whisk away to the fantast world of neverland. adventur await as he meet new friend jame hook and the warrior tiger lily. they must band togeth to save neverland from the ruthless pirat blackbeard. along the way, the rebelli and mischiev boy discov hi true destiny, becom the hero forev known as peter pan."
82703,Mr. Peabody & Sherman,"father son relationship egypt intellig adopt time travel tyburrel maxcharl arielwint allisonjanney elliekemp robminkoff anim adventur famili a young boy and hi dog, who happen to have a genius-level iq, spring into action when their time-travel machin is stolen and moment in histori begin to be changed."
652,Troy,"brother brother relationship adulteri mytholog beauti trojan war bradpitt orlandobloom ericbana briancox seanbean wolfgangpetersen adventur drama war in year 1250 b.c. dure the late bronz age, two emerg nation begin to clash. paris, the trojan prince, convinc helen, queen of sparta, to leav her husband menelaus, and sail with him back to troy. after menelau find out that hi wife wa taken by the trojans, he ask hi brother agamemnom to help him get her back. agamemnon see thi as an opportun for power. so they set off with 1,000 ship hold 50,000 greek to troy. with the help of achilles, the greek are abl to fight the never befor defeat trojans."
80321,Madagascar 3: Europe's Most Wanted,"madagascar 3d benstil sachabaron cohendavid schwimmerfr mcdormandchri rock conradvernon anim famili alex, marty, gloria and melman are still tri to get back to the big appl and their belov central park zoo, but first they need to find the penguins. when they travel to mont carlo, they attract the attent of anim control after gate crash a parti and are join by the penguins, king julian and co., and the monkeys. how do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemur travel through europ without attract attent and get back to new york? they join a travel circus. their attempt to get back to new york are consist hamper by the captain of anim control who want to make alex part of her collection. onc they make it back to new york marty, alex, gloria and melman realiz that they want to be part of the travel circus."
36669,Die Another Day,"laser british secret servic secret servic agent space base weapon piercebrosnan halleberri rosamundpik rickyun tobystephen leetamahori adventur action thriller bond take on a north korean leader who undergo dna replac procedur that allow him to assum differ identities. american agent, jinx johnson assist bond in hi attempt to thwart the villain' plan to exploit a satellit that is power by solar energy."
43074,Ghostbusters,"femal friendship ghost hunt reboot ghost melissamccarthi kristenwiig katemckinnon lesliejon chrishemsworth paulfeig action fantasi comedi follow a ghost invas of manhattan, paranorm enthusiast erin gilbert and abbi yates, nuclear engin jillian holtzmann, and subway worker patti tolan band togeth to stop the otherworldli threat."
95,Armageddon,"save the world pari moon cataclysm asteroid brucewilli billybob thorntonben affleckliv tylerwil patton michaelbay action thriller scienc fiction adventur when an asteroid threaten to collid with earth, nasa honcho dan truman determin the onli way to stop it is to drill into it surfac and deton a nuclear bomb. thi lead him to renown driller harri stamper, who agre to helm the danger space mission provid he can bring along hi own hotshot crew. among them is the cocksur a.j. who harri think isn't good enough for hi daughter, until the mission prove otherwise."
608,Men in Black II,"save the world secret ident sun glass undercov space marin tommyle joneswil smithrip tornlara flynnboyl johnnyknoxvil barrysonnenfeld action adventur comedi scienc fiction kay and jay reunit to provid our best, last and onli line of defens against a sinist seductress who level the toughest challeng yet to the mib' untarnish mission statement – protect earth from the scum of the universe. it' been four year sinc the alien-seek agent avert an intergalact disast of epic proportions. now it' a race against the clock as jay must convinc kay – who not onli ha absolut no memori of hi time spent with the mib, but is also the onli live person left with the expertis to save the galaxi – to reunit with the mib befor the earth submit to ultim destruction."
2310,Beowulf,"denmark nordic mytholog lie pride and vaniti folk hero raywinston angelinajoli anthonyhopkin robinwright johnmalkovich robertzemecki adventur action anim 6th-centuri scandinavian warrior, beowulf embark on a mission to slay the manlik ogr grendel, a descend of cain."
140300,Kung Fu Panda 3,"china martial art kung fu villag panda jackblack bryancranston dustinhoffman angelinajoli j.k.simmon jenniferyuhnelson action adventur anim comedi famili continu hi ""legendari adventur of awesomeness"", po must face two huge epic, but differ threats: one supernatur and the other a littl closer to hi home."
56292,Mission: Impossible - Ghost Protocol,"fight sequel mission explos broken arm tomcruis jeremyrenn simonpegg paulapatton anilkapoor bradbird action thriller adventur in the 4th instal of the mission imposs series, ethan hunt (cruise) and hi team are race against time to track down a danger terrorist name hendrick (nyqvist), who ha gain access to russian nuclear launch code and is plan a strike on the unit states. an attempt to stop him end in an explos caus sever destruct to the kremlin and the imf to be implic in the bombing, forc the presid to disavow them. no longer be aid by the government, ethan and hi team chase hendrick around the globe, although they might still be too late to stop a disaster."
81188,Rise of the Guardians,"dream santa clau nightmar easter bunni tooth fairi chrispin alecbaldwin judelaw islafish hughjackman peterramsey fantasi anim famili when an evil spirit known as pitch lay down the gauntlet to take over the world, the immort guardian must join forc for the first time to protect the hopes, belief and imagin of children all over the world."
7552,Fun with Dick and Jane,"base on novel desper robber hold-up robberi remak jimcarrey t\u00e9aleoni alecbaldwin richardjenkin angieharmon deanparisot comedi after dick harper lose hi job at globodyn in an enron-esqu collapse, he and hi wife, jane, turn to crime in order to handl the massiv debt they now face. two intellig people, dick and jane actual get pretti good at rob peopl and even enjoy it -- but they have second thought when they'r remind that crime can hurt innoc people. when the coupl hear that globodyn boss jack mccallist actual swindl the company, they plot revenge."
616,The Last Samurai,"japan war crime sens of guilt swordplay gener tomcruis kenwatanab williamatherton chadlindberg billyconnolli edwardzwick drama action war histori nathan algren is an american hire to instruct the japanes armi in the way of modern warfare, which find him learn to respect the samurai and the honor principl that rule them. press to destroy the samurai' way of life in the name of modern and open trade, algren decid to becom an ultim warrior himself and to fight for their right to exist."
147441,Exodus: Gods and Kings,"mose bibl ancient egypt 3d rams christianbal joeledgerton johnturturro aaronpaul benmendelsohn ridleyscott adventur drama action the defiant leader mose rise up against the egyptian pharaoh ramses, set 400,000 slave on a monument journey of escap from egypt and it terrifi cycl of deadli plagues."
13475,Star Trek,"spacecraft teleport space mission parachut time travel chrispin zacharyquinto leonardnimoy ericbana brucegreenwood j.j.abram scienc fiction action adventur the fate of the galaxi rest in the hand of bitter rivals. one, jame kirk, is a delinquent, thrill-seek iowa farm boy. the other, spock, a vulcan, wa rais in a logic-bas societi that reject all emotion. as fieri instinct clash with calm reason, their unlik but power partnership is the onli thing capabl of lead their crew through unimagin danger, boldli go where no one ha gone before. the human adventur ha begun again."
557,Spider-Man,"loss of lover spider thanksgiv bad boss hostil tobeymaguir willemdafo kirstendunst jamesfranco cliffrobertson samraimi fantasi action after be bitten by a genet alter spider, nerdi high school student peter parker is endow with amaz powers."
82702,How to Train Your Dragon 2,"father son relationship wife husband relationship sacrific vike sequel jaybaruchel gerardbutl kristenwiig jonahhil cateblanchett deandebloi fantasi action adventur anim comedi the thrill second chapter of the epic how to train your dragon trilog bring back the fantast world of hiccup and toothless five year later. while astrid, snotlout and the rest of the gang are challeng each other to dragon race (the island' new favorit contact sport), the now insepar pair journey through the skies, chart unmap territori and explor new worlds. when one of their adventur lead to the discoveri of a secret ice cave that is home to hundr of new wild dragon and the mysteri dragon rider, the two friend find themselv at the center of a battl to protect the peace."
205584,Gods of Egypt,egypt underworld fight mytholog nile brentonthwait nikolajcoster-waldau gerardbutl courtneyeaton elodieyung alexproya fantasi a common thief join a mythic god on a quest through egypt.
10048,Stealth,"artifici intellig u.s. navi aftercreditssting joshluca jessicabiel jamiefoxx samshepard richardroxburgh robcohen action deepli ensconc in a top-secret militari program, three pilot struggl to bring an artifici intellig program under control ... befor it initi the next world war."
13183,Watchmen,"dc comic secret ident mass murder retir base on comic book malin\u00c5kerman billycrudup carlagugino jeffreydean morganpatrick wilson zacksnyd action mysteri scienc fiction in a gritti and altern 1985 the glori day of costum vigilant have been brought to a close by a govern crackdown, but after one of the mask veteran is brutal murder an investig into the killer is initiated. the reunit hero set out to prevent their own destruction, but in do so uncov a sinist plot that put all of human in grave danger."
944,Lethal Weapon 4,"lapd hous on fire revolv melgibson dannyglov joepesci renerusso jetli richarddonn action adventur comedi crime thriller in the combust action franchise' final installment, maverick detect martin rigg and roger murtaugh squar off against asian mobster wah sing ku, who' up to hi neck in slave trade and counterfeit currency. with help from gumsho leo getz and smart-aleck rooki cop lee butters, rigg and murtaugh aim to take down ku and hi gang."
1927,Hulk,"california san francisco monster gener gun ericbana jenniferconnelli samelliott joshluca nicknolt angle drama action scienc fiction bruce banner, a genet research with a tragic past, suffer massiv radiat exposur in hi laboratori that caus him to transform into a rage green monster when he get angry."
72559,G.I. Joe: Retaliation,"terror assassin secret technolog missil dwaynejohnson d.j.cotrona adriannepalicki brucewilli raypark jonm.chu adventur action scienc fiction thriller frame for crime against the country, the g.i. joe team is termin by presidenti order. thi forc the g.i. joe into not onli fight their mortal enemi cobra; they are forc to contend with threat from within the govern that jeopard their veri existence."
7364,Sahara,"tyrant ironclad ship matthewmcconaughey pen\u00e9lopecruz stevezahn williamh. macylenni jame breckeisn action adventur comedi drama mysteri scour the ocean depth for treasure-laden shipwreck is busi as usual for a thrill-seek underwat adventur and hi wisecrack buddy. but when these two cross path with a beauti doctor, they find themselv on the ultim treasur hunt."
2114,Final Fantasy: The Spirits Within,"battl assign dystopia alien downfal scientist donaldsutherland ming-nawen alecbaldwin vingrham stevebuscemi hironobusakaguchi adventur action anim fantasi scienc fiction led by a strang dream, scientist aki ross struggl to collect the eight spirit in the hope of creat a forc power enough to protect the planet. with the aid of the deep eye squadron and her mentor, dr. sid, aki must save the earth from it darkest hate and unleash the spirit within."
1771,Captain America: The First Avenger,"new york usa world war ii nazi marvel comic chrisevan hugoweav tommyle joneshayley atwellsebastian stan joejohnston action adventur scienc fiction predominantli set dure world war ii, steve roger is a sickli man from brooklyn who' transform into super-soldi captain america to aid in the war effort. roger must stop the red skull – adolf hitler' ruthless head of weaponry, and the leader of an organ that intend to use a mysteri devic of untold power for world domination."
36643,The World Is Not Enough,"british mission oil heiress bilbao spain piercebrosnan sophiemarceau robertcarlyl deniserichard robbiecoltran michaelapt adventur action thriller greed, revenge, world domin and high-tech terror – it' all in a day' work for bond, who' on a mission to a protect beauti oil heiress from a notori terrorist. in a race against time that culmin in a dramat submarin showdown, bond work to defus the intern power struggl that ha the world' oil suppli hang in the balance."
8619,Master and Commander: The Far Side of the World,"naturalist frigat self surgeri sea battl weevil russellcrow paulbettani jamesd'arci billyboyd josephmorgan peterweir adventur after an abrupt and violent encount with a french warship inflict sever damag upon hi ship, a captain of the british royal navi begin a chase over two ocean to captur or destroy the enemy, though he must weigh hi commit to duti and feroci pursuit of glori against the safeti of hi devot crew, includ the ship' thought surgeon, hi best friend."
50620,The Twilight Saga: Breaking Dawn - Part 2,"vampir romanc villai super strength imprint kristenstewart robertpattinson taylorlautn peterfacinelli elizabethreas billcondon adventur fantasi drama romanc after the birth of renesmee, the cullen gather other vampir clan in order to protect the child from a fals alleg that put the famili in front of the volturi."
65759,Happy Feet Two,"penguin music aftercreditssting 3d elijahwood robinwilliam pinke.g. dailyjohnni a.sanchez georgemil anim comedi famili mumbl the penguin ha a problem: hi son erik, who is reluct to dance, encount the mighti sven, a penguin who can fly! thing get wors for mumbl when the world is shaken by power forces, caus him to bring togeth the penguin nation and their alli to set thing right."
1724,The Incredible Hulk,"new york rio de janeiro marvel comic superhero base on comic book edwardnorton livtyl timroth williamhurt timblak nelson louisleterri scienc fiction action adventur scientist bruce banner scour the planet for an antidot to the unbridl forc of rage within him: the hulk. but when the militari mastermind who dream of exploit hi power forc him back to civilization, he find himself come face to face with a new, deadli foe."
267935,The BFG,"london england england base on novel queen littl girl rubybarnhil markryl rebeccahal jemainecl billhad stevenspielberg adventur famili fantasi the bfg is no ordinari bone-crunch giant. he is far too nice and jumbly. it' lucki for sophi that he is. had she been carri off in the middl of the night by the bloodbottler, or ani of the other giants—rath than the bfg—she would have soon becom breakfast. when sophi hear that the giant are flush-bunk off to england to swollomp a few nice littl chiddlers, she decid she must stop them onc and for all. and the bfg is go to help her!"
281957,The Revenant,"father son relationship rape base on novel mountain winter leonardodicaprio tomhardi willpoult domhnallgleeson paulanderson alejandrogonz\u00e1lezi\u00f1\u00e1rritu western drama adventur thriller in the 1820s, a frontiersman, hugh glass, set out on a path of vengeanc against those who left him for dead after a bear mauling."
77950,Turbo,underdog car race dream speed power ryanreynold paulgiamatti michaelpe\u00f1a samuell. jacksonlui guzm\u00e1n davidsoren anim famili the tale of an ordinari garden snail who dream of win the indi 500.
44896,Rango,"sheriff nevada pet rango chameleon johnnydepp islafish nedbeatti billnighi alfredmolina goreverbinski anim comedi famili western adventur when rango, a lost famili pet, accident wind up in the gritty, gun-sling town of dirt, the less-than-courag lizard suddenli find he stand out. welcom as the last hope the town ha been wait for, new sheriff rango is forc to play hi new role to the hilt."
270946,Penguins of Madagascar,"penguin madagascar 3d tommcgrath chrismil christopherknight conradvernon johnmalkovich ericdarnel famili anim adventur comedi skipper, kowalski, rico and privat join forc with undercov organ the north wind to stop the villain dr. octaviu brine from destroy the world as we know it."
2503,The Bourne Ultimatum,"pari corrupt madrid assassin base on novel mattdamon juliastil davidstrathairn scottglenn paddyconsidin paulgreengrass action drama mysteri thriller bourn is brought out of hide onc again by report simon ross who is tri to unveil oper blackbriar, an upgrad to project treadstone, in a seri of newspap columns. inform from the report stir a new set of memories, and bourn must final uncov hi dark past while dodg the company' best effort to erad him."
9502,Kung Fu Panda,"china martial art kung fu mentor snake jackblack dustinhoffman angelinajoli jackiechan lucyliu markosborn adventur anim famili comedi when the valley of peac is threatened, lazi po the panda discov hi destini as the ""chosen one"" and train to becom a kung fu hero, but transform the unsleek slacker into a brave warrior won't be easy. it' up to master shifu and the furiou five -- tigress, crane, mantis, viper and monkey -- to give it a try."
102899,Ant-Man,"marvel comic superhero base on comic book aftercreditssting duringcreditssting paulrudd michaeldougla evangelinelilli coreystol bobbycannaval peytonre scienc fiction action adventur arm with the astonish abil to shrink in scale but increas in strength, master thief scott lang must embrac hi inner-hero and help hi mentor, doctor hank pym, protect the secret behind hi spectacular ant-man suit from a new gener of tower threats. against seemingli insurmount obstacles, pym and lang must plan and pull off a heist that will save the world."
101299,The Hunger Games: Catching Fire,"competit base on novel mentor secret factori jenniferlawr joshhutcherson liamhemsworth woodyharrelson elizabethbank francislawr adventur action scienc fiction katniss everdeen ha return home safe after win the 74th annual hunger game along with fellow tribut peeta mellark. win mean that they must turn around and leav their famili and close friends, embark on a ""victor' tour"" of the districts. along the way katniss sens that a rebellion is simmering, but the capitol is still veri much in control as presid snow prepar the 75th annual hunger game (the quarter quell) - a competit that could chang panem forever."
228161,Home,"friendship spaceship space alien alien invas jimparson rihannastev martinjennif lopezmatt jone timjohnson fantasi comedi anim scienc fiction famili when earth is taken over by the overly-confid boov, an alien race in search of a new place to call home, all human are promptli relocated, while all boov get busi reorgan the planet. but when one resourc girl, tip, manag to avoid capture, she find herself the accident accomplic of a banish boov name oh. the two fugit realiz there’ a lot more at stake than intergalact relat as they embark on the road trip of a lifetime."
74,War of the Worlds,"post traumat stress disord new jersey airplan dystopia daughter tomcruis dakotafan mirandaotto justinchatwin timrobbin stevenspielberg adventur thriller scienc fiction ray ferrier is a divorc dockwork and less-than-perfect father. soon after hi ex-wif and her new husband drop of hi teenag son and young daughter for a rare weekend visit, a strang and power lightn storm touch down."
8961,Bad Boys II,"miami ku klux klan cuba undercov mexican standoff martinlawr willsmith jordimoll\u00e0 gabrielleunion peterstormar michaelbay adventur action comedi thriller crime out-of-control, trash-talk buddi cop marcu burnett and mike lowrey of the miami narcot task forc reunite, and bullet fly, car crash and laugh explod as they pursu a whacked-out drug lord from the street of miami to the barrio of cuba. but the real firework result when marcu discov that playboy mike is secretli romanc marcus’ sexi sister."
417859,Puss in Boots,"adventur fairy-tal figur antoniobandera salmahayek zachgalifianaki billybob thorntonami sedari chrismil action adventur anim famili fantasi long befor he even met shrek, the notori fighter, lover and outlaw puss in boot becom a hero when he set off on an adventur with the tough and street smart kitti softpaw and the mastermind humpti dumpti to save hi town. thi is the true stori of the cat, the myth, the legend... the boots."
27576,Salt,"assassin spi cia kidnap cold war angelinajoli lievschreib chiwetelejiofor danielolbrychski augustdiehl phillipnoyc action mysteri thriller as a cia officer, evelyn salt swore an oath to duty, honor and country. her loyalti will be test when a defector accus her of be a russian spy. salt goe on the run, use all her skill and year of experi as a covert oper to elud capture. salt' effort to prove her innoc onli serv to cast doubt on her motives, as the hunt to uncov the truth behind her ident continu and the question remains: ""who is salt?"""
86834,Noah,bibl god noah 3d russellcrow jenniferconnelli emmawatson loganlerman anthonyhopkin darrenaronofski drama adventur a man who suffer vision of an apocalypt delug take measur to protect hi famili from the come flood.
17578,The Adventures of Tintin,"riddl captain treasur liquor treasur hunt jamiebel andyserki danielcraig nickfrost simonpegg stevenspielberg adventur anim mysteri intrepid young reporter, tintin and hi loyal dog, snowi are thrust into a world of high adventur when they discov a ship carri an explos secret. as tintin is drawn into a centuries-old mystery, ivan ivanovitch sakharin suspect him of steal a priceless treasure. tintin and snowy, with the help of salty, cantanker captain haddock and bumbl detectives, thompson &amp; thomson, travel half the world, one step ahead of their enemi as tintin endeavor to find the unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse."
673,Harry Potter and the Prisoner of Azkaban,"fli traitor magic cut the cord child hero danielradcliff rupertgrint emmawatson garyoldman davidthewli alfonsocuar\u00f3n adventur fantasi famili harry, ron and hermion return to hogwart for anoth magic-fil year. harri come face to face with danger yet again, thi time in the form of escap convict, siriu black – and turn to sympathet professor lupin for help."
